date,open,high,low,close,volume,macd,signal,Upper_Band,Lower_Band,BB_Width,RSI_14,RSI_5,RSI_9,EMA_50,EMA_200,average_true_range,adx,bull_market,drawdown
2025-06-13,6000.56005859375,6026.16015625,5963.2099609375,5976.97021484375,5258910000,82.09669024552113,87.79326180261975,6072.1838264181715,5816.993077878704,255.19074853946768,58.680521254200784,45.21510233857935,55.46407693705201,5809.886462992975,5703.183989378395,58.72440517192554,20.817057600627262,1,-0.027209571732002755
2025-06-12,6009.89990234375,6045.43017578125,6003.8798828125,6045.259765625,4669500000,88.48578708661807,89.2174046918944,6068.817782073107,5814.355118317519,254.46266375558844,66.94277970298266,74.70660591617954,70.74382025798585,5803.066718019473,5700.432369021959,58.07428361183715,23.664955123967577,1,-0.016095007167879698
2025-06-11,6049.3798828125,6059.39990234375,6002.31982421875,6022.240234375,5111550000,88.40041407208628,89.40030909321348,6053.473989304195,5814.43094233643,239.0430469677649,65.4187147375404,69.3081634027949,68.11157048027394,5793.181287504962,5696.9667670460485,60.61643601846595,22.5078338252903,1,-0.0198415842559841
2025-06-10,6009.91015625,6043.009765625,6000.27978515625,6038.81005859375,4882880000,89.34942967430834,89.65028284849527,6041.149223895528,5813.186664776346,227.9625591191816,67.49874467593656,79.02021522558657,72.27210458985303,5783.831942734756,5693.697686972391,61.16049107899917,21.172693865278063,1,-0.01714473856014109
2025-06-09,6004.6298828125,6021.31005859375,5994.18017578125,6005.8798828125,4642360000,87.5739812363363,89.72549614204199,6024.662120447729,5810.211756505396,214.45036394233284,65.47283557273344,73.00633830018097,68.9181370146452,5773.424672699694,5690.229220925945,63.995954249806736,20.621323722951978,1,-0.022504336926822938
2025-06-06,5987.06005859375,6016.8701171875,5978.6298828125,6000.35986328125,4355710000,87.3869506734327,90.2633748684684,6048.461973425422,5751.814930871454,296.6470425539683,65.13455511176208,71.92720339852474,68.34765509491174,5763.936704939988,5687.056852464773,69.66765754785393,21.375210433756074,1,-0.02340275568596557
2025-06-05,5985.669921875,5999.7001953125,5921.2001953125,5939.2998046875,5091850000,86.43918709744048,90.98248091722732,6056.5720789977295,5710.062833111646,346.5092458860836,61.23327600451278,56.55915104247641,61.377561430472994,5754.286780109733,5683.908078486718,68.451864478293,22.52718725170528,1,-0.03334067379738046
2025-06-04,5978.93994140625,5990.47998046875,5966.10986328125,5970.81005859375,4767050000,90.18922301402927,92.11830437217402,6070.761701227764,5665.071208928486,405.69049229927805,64.70258890878547,73.07429970569179,68.27409475045937,5746.7352280861505,5681.341327469625,66.90599747495347,24.89844213084101,1,-0.02821217686825605
2025-06-03,5938.56005859375,5981.35009765625,5929,5970.3701171875,5026680000,90.45547248781531,92.6005747117102,6076.281388838387,5623.161531083489,453.1198577548985,64.67664256279144,72.9861951660586,68.22979189872589,5737.5893166368605,5678.43209399099,73.44997905763861,24.058646581042318,1,-0.02828378016785689
2025-06-02,5896.68017578125,5937.39990234375,5861.43017578125,5935.93994140625,4832240000,89.52438170498863,93.1368502676839,6068.970023792004,5598.4738726923715,470.4961510996327,62.683230364062624,66.02618276846496,64.81149000230468,5728.088059471528,5675.498043506603,76.69611465785223,23.515561694567143,1,-0.0338875132031001
2025-05-30,5903.669921875,5922.14013671875,5843.66015625,5911.68994140625,6378540000,90.53941636056334,94.0399674083577,6059.91187315757,5582.605021373681,477.3068517838892,61.25315371598766,60.256485693918506,62.26994518084608,5719.6043091884785,5672.880536995049,76.80786667252181,25.103795548587897,1,-0.03783435701150874
2025-05-29,5939.9599609375,5943.1298828125,5873.7998046875,5912.169921875,4569750000,92.98712362843526,94.91510517030628,6058.471712987944,5553.290201074556,505.181511913388,61.296327177006745,60.41895963620565,62.34917467891501,5711.764079302038,5670.480442478353,76.55061839617902,27.786204279298907,1,-0.03775623709640594
2025-05-28,5925.5400390625,5939.919921875,5881.8798828125,5888.5498046875,4665050000,94.70987745892398,95.39710055577402,6056.273973468349,5521.176954266026,535.0970192023233,60.00827839566818,55.71837425096062,60.13016703970898,5703.584248992937,5668.051402484417,77.66147074559119,28.856460868375517,1,-0.04160056341703979
2025-05-27,5854.06982421875,5924.330078125,5854.06982421875,5921.5400390625,5366380000,97.93609697134434,95.5689063299865,6053.235337890357,5491.443617187768,561.7917207025894,62.71517351521468,64.24319401339042,64.87725871095225,5696.034634474791,5665.835338140667,80.68015254298983,29.547975261719934,1,-0.036231190127105
2025-05-23,5781.89013671875,5829.509765625,5767.41015625,5802.81982421875,4662820000,97.27039551125108,94.97710866964702,6043.860840772859,5461.539110399017,582.321730373842,56.097522148045215,36.09496144696825,53.01084103926799,5686.830332246722,5663.26544164899,74.39859848710364,30.943915648025886,1,-0.05555367032871319
2025-05-22,5841.259765625,5878.080078125,5825.81982421875,5842.009765625,5157050000,107.09375267884025,94.40378695924599,6045.172087375774,5432.466877467977,612.7052099077973,59.325090307360284,45.568082685116295,58.84440284566828,5682.096067268271,5661.862885040249,76.29075065819652,34.308514053308244,1,-0.0491752547579439
2025-05-21,5910.18017578125,5938.3701171875,5830.91015625,5844.60986328125,5254250000,114.08395266332445,91.23129552934742,6042.445123510013,5399.469866724361,642.9752567856522,59.536119545330564,46.21181388911812,59.22878610417703,5675.568977539425,5660.0523636273365,79.98775015849597,37.52129113139729,1,-0.04875207210492005
2025-05-20,5944.66015625,5953.06005859375,5909.259765625,5940.4599609375,4416850000,121.08184957069079,85.51813124585316,6046.686893682733,5348.353096551641,698.3337971310921,67.79064703798963,79.21346954210574,75.3592212518331,5668.669349549962,5658.197514384584,75.76125619249537,40.89599677503048,1,-0.03315185088966504
2025-05-19,5902.8798828125,5968.60986328125,5895.68994140625,5963.60009765625,4144010000,118.49323750460917,76.62720166464374,6038.293704238007,5291.476266465117,746.8174377728901,69.96526439848355,91.88708531654785,80.03683087216423,5657.575855207613,5655.360705876514,80.67832745768696,38.73340052367736,1,-0.02938564448413399
2025-05-16,5929.08984375,5958.6201171875,5907.35986328125,5958.3798828125,4850850000,111.10960254701877,66.16069270465238,6032.594319295306,5216.635661173444,815.9586581218628,69.76207415882561,91.64586411325216,79.78522168813308,5645.0850698015465,5652.262822542044,81.87192831656188,36.23809715673144,1,-0.03023526809793265
2025-05-15,5869.81982421875,5924.2099609375,5865.16015625,5916.93017578125,4991290000,100.60077249364531,54.92346524406077,5994.542595033829,5187.119416684922,807.4231783489067,68.17462061933558,89.7006276321112,77.81140222878199,5632.297526413344,5649.186269172492,86.58141668737909,32.414572027675256,1,-0.036981475089959095
2025-05-14,5896.740234375,5906.5498046875,5872.10986328125,5892.580078125,5233450000,89.94473379606825,43.50413843166462,5955.587651811294,5161.951361860581,793.636289950713,67.23633277324915,88.43506613618479,76.61927346957052,5620.67986725547,5646.495375638735,90.8170493027451,28.67702302368143,1,-0.04094461043712265
